id,Text1,Text2,Class
18751,an older couple reading a map The older couple are traveling..,an older couple reading a map The older couple are trying to make sense of the map.,Neutral
18752,A person in a dark hoodie does a flip to the side of a set of some tire tracks in the snow.,The season is summer and it is 100 degrees today.,Conflict
18753,White woman with yellow top and white shorts on a dirt road with some trees in the background about to throw a stick.,The woman is about to throw a stick.,Duplicate
18754,A city street is shown with pedestrians and a man standing beside a food cart.,A man is trying to sell his food.,Neutral
18755,A blond woman is leaning against the outside of a door smoking a cigarette.,ypung girl sleeping in her room,Conflict
18756,A white dog jumps up to catch a soccer ball in landscaped grassy yard.,a huge animal jumping,Neutral
18757,Skier jumping off the edge of a snowy cliff.,The skier is female.,Neutral
18758,a girl in a bikini jumps into a pool The girl is climbing out of the pool..,A group of people standing behind a small fence.,Conflict
18759,The boys follow their mother on the beach.,The boys were adopted but feel at home with mom at the beach.,Neutral
18760,Here is a young male skateboarder at the top of a turn.,The skateboarder is female.,Conflict
18761,A person performing tricks on a bicycle in a skate park.,A girl preforms tricks in a skate park.,Duplicate
18762,A couple having a conversation.,Two people.,Duplicate
18763,A telephone repairman looks down from above while repairing his lines.,A man is sitting in a class room,Conflict
18764,A musician is singing while playing guitar.,The musician is looking at his guitar.,Neutral
18765,A child with wild hair and sunglasses getting off a blue slide.,The child was wearing sunglasses to look cool going down the slide,Neutral
18766,A boy pulling a red ride-on toy car on a grass field.,A girl carrying a doll house across a field.,Conflict
18767,Preteen girl with blond-hair plays with bubbles near a vendor stall in a mall courtyard.,A man stalks a woman through a mall.,Conflict
18768,A girl holding her leg up by her side.,A girl is holding up her leg,Duplicate
18769,A man with green pants sitting with a tray on his lap.,A boy is eating a piece of candy.,Conflict
18770,A young boy is putting on jeans.,The young boy is putting on a shirt.,Conflict
18771,"Men unload a truck full of fish , only to stand around it in a circle.",Men unload a truck full of kittens.,Conflict
18772,Two young women walking.,Two women are running together.,Conflict
18773,Two guys in blue shirts are standing on top of a construction surface doing construction work.,These two men are security guards,Conflict
18774,Two teenagers huddle in a doorway in the rain.,"People enjoy a sunny , beautiful day by lying in the grass.",Conflict
18775,Cowboy preparing to lasso.,A tall human preparing,Neutral
18776,Two men are each playing a violin.,The two men are in tune with each other.,Neutral
18777,A group of people participate in the walk to support breast cancer.,The people are all sitting.,Conflict
18778,A dog stands up to his elbows in snow.,the dog is sleeping by the fire,Conflict
18779,A student is painting something in art class.,A student is using acrylic paints to paint the nude model,Neutral
18780,"A woman is sitting on the floor on a purple mat , looking at pictures.",A person is looking through some photographs.,Duplicate
18781,Very decorative with toys around and the girl looks beautiful.,A beautiful girl is in her playroom that has been decorated with her own toys.,Neutral
18782,A woman in a pink sweatshirt looks at an attraction while walking through a carnival.,A woman in a blue t-shirt attends a carnival.,Conflict
18783,Two young kids are in a hut.,The two kids are young.,Duplicate
18784,A woman in a green coat walked in the shadows of the city.,A woman walks into an alley with no lights,Neutral
18785,A lady running a relay race is running barefoot through some water.,She is swimming in a lake.,Conflict
18786,An Amish lady is preparing a Clydesdale horse to hook up to a carriage.,A woman is Amish.,Duplicate
18787,A person is swimming underwater in a pool.,A human swims under the pool water.,Duplicate
18788,Users bookmark favorite media locations for quick access.,Favorite media locations can be bookmarked by users.,Neutral
18789,Two children eating food.,Two children are drinking water.,Conflict
18790,"Two males unloading small barrels from a cart , while another uses a shovel.",the men are aliens from planet marklar,Conflict
18791,A man in blue slacks addresses an audience and reads a piece of paper.,A man is reading the paper.,Duplicate
18792,Young people playing a music based video game.,People are playing a video game.,Duplicate
18793,"A young man is playing trumpet with a microphone in front of him , and next to him is another young man playing the baritone saxophone with another microphone in front of him.",Some of the instruments here are amplified via microphones.,Duplicate
18794,A male figure in a long-sleeve shirt and suspenders is standing in the entry to a black train.,Someone is standing in the entry to a train.,Duplicate
18795,A large group of people with snow covered mountains in the background.,They are there to ski,Neutral
18796,A young girl exploring the woods.,A girl in the woods behind her house.,Neutral
18797,Three people in various stages of swimming strokes race along colorful lane markers.,A swim race is underway and the lane markers represent their individual country of origin.,Neutral
18798,"Three woman walk , in their hijab , alone in an area of Muslim denomination.",The three women are about to begin praying when they return home.,Neutral
18799,The dog is running full speed through the meadow.,A dog runs past wildflowers.,Neutral
18800,"A man , in his garage , throwing knives against the wall.",A man is practicing his knife throwing act for a magic show.,Neutral
18801,A group of dogs harnessed together to pull something in the snow.,The dogs are pulling a sled.,Neutral
18802,People enjoy relaxation and reading in this green and shady spot.,the people like reading.,Duplicate
18803,"A contestant riding a pony in a rodeo setting is being thrown by the horse , while another cowboy looks on in the arena and spectators watch from behind a fence.",A little girl riding a pony in a rodeo arena.,Neutral
18804,"A tall guy wearing a fedora hat , gray button shirt , black pants and messenger bag is walking on the sidewalk as he texts.",A guy is heading to class as he texts his mom.,Neutral
18805,A woman sits alone on a cushioned seat.,The woman is with her family.,Conflict
18806,A group of Asian students playing London Bridges while another student lies on the ground.,the children are playing,Duplicate
18807,A baby is sleeping with his blanket on.,The baby is asleep.,Duplicate
18808,A girl in a green coat is throwing sand.,A girl is throwing sand.,Duplicate
18809,"A band set up on stage , with the guitarist and bassist in front.",Humans on stage..,Duplicate
18810,A man wearing shorts and no shirt is squatting.,A man is picking something up.,Neutral
18811,"A man in jeans , a white t-shirt and jeans and a woman wearing a blue top and jeans dance together on a street at a fair.",The couple are dancing for a contest at the fair.,Neutral
18812,Two women and a man on stage.,The stage is in an erupting volcano.,Conflict
18813,Two girls are ice skating and one is checking her cellphone.,One girl is shopping for candy.,Conflict
18814,A man in all blue making sparks.,A fellow is causing sparks to appear.,Duplicate
18815,Two boys in blue sweaters are embracing for a picture.,A picture is being taken of two boys on the same hockey team while they celebrate.,Neutral
18816,Lots of people in a farmers market shopping for fruits and vegetables.,Lots of people are riding the train.,Conflict
18817,"Three asian children , most prominently a young girl , in a classroom setting completing an assignment.",Three Asian kids are playing on the monkey bars outside of their school.,Conflict
18818,A waitress is performing in a restaurant with her arms spread out and a top hat in her left hand.,The woman is inside.,Duplicate
18819,A group of people walking down a trail in the woods with two dogs leading the way.,The people are walking on the beach.,Conflict
18820,3 Children holding their arms up while smiling with a Christmas Tree in the background.,Children are holding their arms up.,Duplicate
18821,A man in a leather jacket playing an instrument.,The man is making music.,Duplicate
18822,A man is holding a sign that says `` Free Hugs ''.,A man is jogging through the moon.,Conflict
18823,Three men in reflective suits in a field.,three men are together,Duplicate
18824,A hockey goalie is trying to prevent a goal from the opposing team.,The goalie is good at hockey.,Neutral
18825,"Three ballerinas perform an arabesque on stage , while another participant looks on.","Three ballerinas are being signed up for war , while a fourth plans her escape.",Conflict
18826,"Three ladies near a table scattered with books , busy writing notes from their reference books.",Three ladies are using books to study.,Neutral
18827,A man is fixing the wheel of a bicycle inside a cycling store.,An old woman is bending over the open hood of a car.,Conflict
18828,Three dancers with swirling costumes perform.,Dancers performing.,Duplicate
18829,"A man wearing a black helmet , blue jacket , and khaki shirts rides his bike on the street next to a red car.",A young man is skateboarding on the street.,Conflict
18830,"A big , shaggy dog runs in a field of dandylions.",A puppy is chasing a rabbit.,Neutral
18831,a boy scales the wall.,a boy jumps over the wall,Duplicate
18832,Small child with black hair standing in car track near sunflowers.,a small kid stands near flowers,Duplicate
18833,A snowboarder in gray pants and a white jacket catches some air.,A person is in midair.,Duplicate
18834,a man sits in the city at night.,A man is outside.,Duplicate
18835,A man and woman behind a vegetable stand on a city street with parked vehicles and storefronts in the background.,a man and a woman are buying some vegetables at the stand,Neutral
18836,A woman is eating something in public.,A woman is eating by herself in her apartment.,Conflict
18837,An older man holds a hammer while watching something we ca n't see.,The man has a hammer.,Duplicate
18838,A person is skiing down a icy hill wearing safety gear.,The snowboarder flies through the powder.,Conflict
18839,A woman feeds cake to an elderly man at a wedding celebration.,A woman celebrates a vow renewal with her husband.,Neutral
18840,A man is sliding down a huge sand dune on a sunny day.,A man is sliding down a huge sand dune on the beach.,Duplicate
18841,A child in winter gear is posing while a crowd of people sit and stand behind her.,The crowd cheers as the child poses.,Neutral
18842,Two men and two women dressed in old English attire hold hands and form a circle on a stage as a young girl runs by.,Four people are drinking in a bar as a little girl lays in the dirt,Conflict
18843,A man in a yellow t-shirt is using a blowtorch on metal scaffolding.,A Man is fixing a roof.,Neutral
18844,"A young man skateboards in black shoes , black pants , and a white top with sunglasses.",A woman skateboards.,Conflict
18845,Five boys in the middle of the air about to jump into the pond.,The boys are racing to get into the water.,Neutral
18846,A man in a cowboy hat is singing and playing a guitar.,A woman in a cowboy hat is singing and playing a guitar.,Conflict
18847,A family picnics in a park with a greenhouse in the background.,The family is riding home from a busy day at the park.,Conflict
18848,A line of people are leaving the sidewalk and entering a yellow school bus.,People are entering a school bus.,Duplicate
18849,A person sits behind baskets of brightly colored goods.,A person is jumping up to catch a football.,Conflict
18850,A horse walking by the side of the water pulling something.,The animal is pulling something while walking beside the water,Duplicate
18851,"Person with a pageboy hat , plaid shirt , and jeans , holding a large lump of plant life , standing near a wagon full of the same plant life that they are holding.",A person is holding some steaks.,Conflict
18852,a little boy plays at the zoo.,The boy is outside.,Duplicate
18853,A man in a red shirt is standing with two fitls in front of an old structure.,a man accompanied with his friend stands in front of an old structure,Neutral
18854,Three men in overalls walk down a sidewalk in the midst of pedestrian traffic.,Three farmers visit a city for the first time.,Neutral
18855,"Boys are selling flowers , drinks , mugs , and other items on the sidewalk.",Boys are selling white flowers.,Neutral
18856,One boy stands pointing at another boy who is balled up on the floor.,The two girls laugh and play.,Conflict
18857,A young woman ascends a flight of stairs while checking her cellular phone messages.,A man going downstairs listening to music.,Conflict
18858,Two men having a conversation in an outdoor public area.,The two men are doing their own things.,Conflict
18859,Two men in brown robes walk away from a columned building.,Two men were walking away from the nuclear blast that killed everyone else on earth.,Conflict
18860,A man is holding a yellow bird cage with a parrot inside.,A man with a parrot.,Duplicate
18861,"A woman and girl wearing traditional clothes , sits on the front lawn , reading from a book.",two people at a restaurant at a table,Conflict
18862,A woman reading something off of a binder.,Female reads a book.,Duplicate
18863,Two women with white head garb and long dresses sitting in front of a door on steps reading and drinking a beverage.,Two women are sitting behind their husbands as they wait for the kids to get home from school.,Neutral
18864,A man and a toddler boy in a striped shirt walk past the trunks of trees that bend over a path in the forest.,A man and his son fly kites in a field.,Conflict
18865,A girl sits on a decorated bike with a younger boy while another girl takes a picture.,A boys stands on a decorated bike with a younger boy while another boy takes a picture.,Conflict
18866,A historian and his friend digging in the mines to look for more fossils for study.,the historian is digging with his friend for study.,Neutral
18867,Woman in black attire and sandals sitting on a rock near a beautiful rocky and wooded scene on a sunny day.,A woman sitting on the grass.,Duplicate
18868,Two couples dressed in yellow are dancing.,Four people dressed in yellow are dancing.,Duplicate
18869,A man in long pants and a coat is a approaching a crosswalk and carrying a tote bag.,A business man in long pants and a coat is a approaching a crosswalk and carrying a tote bag.,Neutral
18870,A redheaded boy is playing the saxophone and accepting donations in a black suitcase while standing next to a smaller child.,The redheaded boy is alone.,Conflict
18871,A group of four young men and one young woman holding spray paint cans and smiling next to their artwork.,5 people are holding spray cans.,Duplicate
18872,Two dogs fight on the grass.,Two dogs are fighting.,Duplicate
18873,A woman wearing a silly silver wig and decorative glasses holds a basket of candy and a soccer ball.,A woman is wearing a large silver wig..,Neutral
18874,A man is riding a bike on a street in front of a building with a lot of artistic details on it.,The man is not wearing a helmet.,Neutral
18875,A blond dog runs through the grass.,A dog is eating dinner.,Conflict
18876,Three people are sleeping in a mass-transit vehicle.,A group of people are asleep in the transit vehicle.,Duplicate
18877,A crowd of suburban youth wait for a performance to begin.,Crowd of youth waiting.,Duplicate
18878,A bike racer in black and orange is closely followed on a racetrack by a competitor.,A racer in black is followed closely by a competitor.,Duplicate
18879,A woman and a small child laying in bed.,A woman holding her daughter in a chair.,Conflict
18880,"Two Asian men and two Asian women wait impatiently on shiny , metallic , red chairs.",They are dancing.,Conflict
18881,Lots of people are walking on the road near several white buildings towards Nationals Park.,People are briskly walking towards Nationals Park.,Neutral
18882,People walk and dine in front of a hotel.,People eat in front of a hotel.,Duplicate
18883,Students are sitting in a classroom listening to six people who are teaching.,Kids are bored at school.,Neutral
18884,Group performs a dance together.,Several school student are dancing in groups in the ncaa dance tournament,Neutral
18885,A sweating frustrated man just coming out of the water.,The man fell off his waterskis.,Neutral
18886,Two little kids in strollers have face makeup on like the band `` Kiss ''.,two parents watch a movie,Conflict
18887,A white man with camouflage pants and a black and white print shirt covered in white foam or cream.,Two guys have no clothes on.,Conflict
18888,An older woman is walking down an alley carrying a black bag.,There is a women running outdoors,Conflict
18889,A young brunette girl in a robe with a plate of treats is next to a young brunette boy in a red shirt with silverware and a red cup.,The girl and boy are serving dessert.,Neutral
18890,A young kid playing the goalie in a hockey rink.,A kid plays hockey.,Duplicate
18891,A costumed person with blue ringlet hair wearing a red shirt and gold skirt is braiding a child 's hair.,A person is braiding a child 's hair.,Duplicate
18892,Two martial artists spar while a referee wearing a tie looks on.,The referee is not wearing a tie.,Conflict
18893,"A man and a woman are at a beach with other people nearby , and the woman is touching the man 's face.",The man and woman are outside.,Duplicate
18894,A baseball player swings his bat at an oncoming pitch.,The player has nothing in his hands.,Conflict
18895,A sweaty guy yelling into a microphone standing in front of a guy in a purple shirt.,The sweaty guy 's voice is loud due to the microphone.,Duplicate
18896,A skateboarder doing a jump.,The skateboarder is standing still.,Conflict
18897,Mom takes a ride through the park with kid in tow.,A woman jogs alone on a street.,Conflict
18898,An astronaut training underwater with another man in scuba gear.,An astronaut is learning new skills for his work.,Neutral
18899,Women in beach bikinis play volleyball in the sunny weather.,Women are on the beach in swimsuits.,Duplicate
18900,"Three snake charmers stand in the road while one pulls a snake out of a box , and another large snake rears its head back in the fore-ground.",three snake charmers sit in the road while they put their snakes back in boxes.,Conflict
18901,A man with a harness and rope attached to his waist is standing on top of a mountain overlooking water.,He just climbed the mountain by himself.,Neutral
18902,A male is wearing a black t-shirt while playing a bass guitar in a concert.,A man is performing.,Duplicate
18903,"A baseball player , with the number four on his shirt , is shown from the rear , running while throwing the ball.",A baseball player with the number 99 on his shirt is eating a hotdog.,Conflict
18904,A black dog retrieves in the snow.,A black dog bounds through the snow after a stick.,Duplicate
18905,A man in a baseball cap cleans out a blue colored pit outside where colorful Christmas lights hang above him.,The pit is inside a house.,Conflict
18906,Seven young men on the beach playing a game of balance and skill involving concentric circles drawn in the sand about three feet apart.,Women are playing beach volleyball.,Conflict
18907,A priest performs religious ceremonies against a colorful backdrop that includes a statue and various religious objects.,The priest did n't show up,Conflict
18908,One man in a red zipped jacket watching another man in a black jacket jumping in midair while a black Audi car with European license plates and a large building with yellow siding sit in the background.,A man and his friend show their excitement at receiving a loan to start a business.,Neutral
18909,A young boy wearing a dark blue hat sleeps on a bench at a terminal.,A boy wearing a hat sleeps on the bench.,Duplicate
18910,"A policeman in a vehicle with a laptop and notes , overlooking the street.",The policeman is leaning on the outside of his car.,Conflict
18911,A young girl wearing white looks at the camera as she plays.,A young girl hams it up for the cameras at her piano recital.,Neutral
18912,A couple in a blue paddle boat with the number 51 on the side.,The couple are swimming.,Conflict
18913,a woman in a black coat kissing a man in a orange shirt.,A man and women are kissing eachother goodbye.,Neutral
18914,A man in a cowboy hat with a guitar singing into a microphone.,The man sings country music.,Neutral
18915,A man in a green shirt climbs an indoor climbing wall.,A green shirted man is grabbing to hold onto a wall.,Neutral
18916,Two men in hard hats standing in front of a fire.,Two men in hard hats at the fire.,Duplicate
18917,The software engineer troubleshoots software issues to identify root causes and implement solutions.,The software is being debugged for performance optimization.,Conflict
18918,A child is gesturing towards a game while walking with his mother.,A man walks with snowshoes on.,Conflict
18919,Two women are walking across a street carrying umbrellas.,a couple of women sit at a cafe,Conflict
18920,A group of young men stand and sit around a fire pit while drinking and grilling their food.,A group of people are drinking and cooking food.,Duplicate
18921,A woman with dark hair is sitting under a hair dryer.,A woman sits on a hair dryer.,Conflict
18922,A boy smiles and swims in blue water.,The boy is in the water with his family.,Neutral
18923,"A man in a red suit is dancing with a woman in a red skirt , in the street.",They are going for a run.,Conflict
18924,A man with a bag walking along a stone street in front of an old looking building with blue pillars.,A woman reads a book.,Conflict
18925,"A man dressed all in white , is twisting in midair.",A man is jumping midair.,Duplicate
18926,A young boy makes a meditational pose on a swing.,a young boy medidates,Duplicate
18927,The room is carpeted.,There is tile on the floor,Conflict
18928,A woman drinks a beer while watching an outdoor concert.,The woman is at the movie theater.,Conflict
18929,"Two men and a woman stand together on a wet street wearing jackets , hats , and the woman carries an umbrella.",Everybody is sitting.,Conflict
18930,Two people to the right of a sidewalk kissing just under a sign that says Bisuter Bolsos.,Two people are engaged in a romantic gesture.,Duplicate
18931,A woman lifting weights while working out.,The woman is lifting weights,Duplicate
18932,A man plays an acoustic guitar on a subway platform.,A man is playing music for extra money in the subway.,Neutral
18933,A black dog is chasing another dog along the beach.,A bulldog is chasing another bulldog at the beach.,Neutral
18934,"A girl wearing a black hat , shorts and red shoes , standing outside of a Red Bull Car.",A girl is standing outside.,Neutral
18935,A man in a black vest standing in the middle of a crowd with his hands on his hips.,holding hips while jumping up to the sky,Conflict
18936,Flute player performs for commuters in an underground walkway.,a person plays the flute for people,Duplicate
18937,A man is working on some papers in a room with the walls full of pictures.,the man is at home sleeping,Conflict
18938,a beagle and a golden retriever wrestling in the grass a beagle and golden retriever are wrestling over a bone..,Two puppies are playing in the green grass.,Neutral
18939,A group of men are standing before caged animals.,there are people standing,Duplicate
18940,Students studying and talking inside of a library.,People in the library studying.,Duplicate
18941,"A young child wearing green shoes , red pants , a blue shirt , and a blue hat stands on top of a circle that is on a cracked piece of concrete.",a child is dressed,Duplicate
18942,A baby taking a long nap.,A baby is sleeping.,Duplicate
18943,This shows a group of people standing in a crowded street but with several people including 4 women and a black male standing by a table that has some papers and a couple of coffee cups on it.,"There is an empty street , with absolutely no one around.",Conflict
18944,Many army men in a line holding guns in green suits walking down a concrete road with a big building in the background.,Men in the army are holding guns and walking outside,Duplicate
18945,"A group of men sit in a small canoe while two of the men , one with a shirt on his head , paddle.",A group of woman are in a canoe,Conflict
18946,"Man pushing cart down street , surrounded by a group of people.",A man pushes a cart through a crowd.,Duplicate
18947,A crowd of people dancing outside.,A crowd of people are dancing outside.,Duplicate
18948,A man is driving a Coca Cola truck.,The man is making a Coca Cola delivery.,Neutral
18949,A newly wedded couple pose for a picture while an unseen man fiddles with the groom 's hair.,A recently married couple gets their picture taken.,Duplicate
18950,Attractive woman in black with her cellphone.,A woman is using her phone,Duplicate
18951,A boy is performing a skateboarding trick with trees in the background.,a kid is playing chess,Conflict
18952,"A young women with a yellow satchel , waits for her subway train.",a woman is waiting,Duplicate
18953,An airport crowded with people.,The airport is packed.,Duplicate
18954,Two dogs trying to bite each other.,A dog is trying to mate with another dog.,Neutral
18955,A group of people stand in front of a small gate.,There are people outside.,Duplicate
18956,Men sit outside in front a craft kiosk.,A crowd of males are shopping.,Neutral
18957,A performer with a huge afro is shaking hands with the crowd.,A dj is hyping up the crowd.,Neutral
18958,Riding gondolas in the canals of Suecia.,Riding a water conveyance in a foreign city.,Duplicate
18959,A bearded man in a brown button down shirt and plaid shorts is standing on one hand in the grass.,A man is reaching up on tip toes.,Conflict
18960,Muzzled greyhounds are racing along a dog track.,People are betting on the outcome of the race,Neutral
18961,"A group of men and women wearing costumes , goggles , and hats sit and stand around an indoor table while conversing and drinking coffee or tea.",A group is drinking coffee and tea and engaging in conversation indoors.,Duplicate
18962,Two small girls in white dresses standing in front of a large green plant.,Two small girls in white dresses are standing in front of the large green plant to take pictures.,Neutral
18963,A group of men wearing hard hats and orange reflector vests are commemorating an event.,Men are wearing hard hats.,Duplicate
18964,Two females dance together in front of a band and a banner which says `` Live in Concert.,'' Two backup singers dance for a band at big concert.,Neutral
18965,Several men in hard hats are operating a giant pulley system.,Men are working in hard hats.,Duplicate
18966,A young boy eating ice cream.,Boy eating ice cream,Duplicate
18967,a man in a red uniform jumping on a sports field A man is eating a burrito.,a man in a red uniform jumping on a sports field There is a person who is moving.,Conflict
18968,Two kids wearing martial arts uniforms sitting on a blue mat with two people in the background performing a stretching exercise.,Two kids are eating lunch.,Conflict
18969,"A brown-haired man wearing glasses , a dark polo shirt and jeans sits in front of a piano while reading.",The man is sitting by the piano reading.,Duplicate
18970,"A young boy scout sits in a camping chair in front of a green tent , indoors.",A young boy standing in front of a camp fire with a large blue tent behind him.,Conflict
18971,A man wearing a red and blue shirt rides a motorcycle pulling a trailer-load of equipment.,The biker is pulling motorcycle parts in trailer.,Neutral
18972,A man is skateboarding on a ramp in the dark.,A human skateboarding.,Duplicate
18973,A person jumping step railing.,There is railing on the stops.,Duplicate
18974,A man holds up an older man as the older man bends down to check out plants.,The old man and his son are looking at plants.,Neutral
18975,A dog runs through a field chasing a ball.,There is a dog outdoors playing,Duplicate
18976,A man picking up stones at the beach.,A Man picking stones at the beach,Duplicate
18977,A woman in a white dress and white shoes playing tennis.,the woman wears no clothes,Conflict
18978,A female biker commutes along a busy street.,A lady commutes on her bike.,Duplicate
18979,Men and women are walking in the street.,There is a dog walking.,Conflict
18980,A girl wearing the number one LaFayette softball uniform is about to throw the ball.,No woman play softball.,Conflict
18981,a young child in a purple shirt hanging upside down on a swing A kid is playing..,a young child in a purple shirt hanging upside down on a swing A child with his head below his feet,Duplicate
18982,People hanging out on the beach in bathing suits and relaxing clothing.,A group of friends in bathing suits and relaxing clothing are hanging out together at the beach.,Neutral
18983,Women dressed in pink and white clothing stand with arms pointed to the sky.,A women is sleeping.,Conflict
18984,"The officer , on the white moped , is crossing the cobblestone sidewalk.","Lady Godiva , on a horse , is crossing the cobblestones.",Conflict
18985,Tilted kilt girl walking the street.,A white blonde girl is walking the street.,Neutral
18986,Two dogs play with each other outside.,Four dogs played at the park.,Conflict
18987,A man and a boy fix a bike.,they are working on a bicycle,Duplicate
18988,"An Asian lady is sitting on the ground among wooden rubble , holding a stick.",A lady is thinking about beating her dog with a stick.,Neutral
18989,A group of people sitting on a dock in a yoga pose.,A yoga club works out.,Neutral
18990,A car is parked in a graffiti filled street.,A car is parked in a garage.,Conflict
18991,"A little girl donates to the Salvation Army near a storefront with white , plastic containers.",The little girl is outside the store donating to the Salvation Army.,Duplicate
18992,A small white dog with brown on his face and back is jumping over a cushion.,A white and brown dog is jumping over a cushion in his owner 's living room.,Neutral
18993,Workmen in.,Asia walking under a bridge Workmen are walking along a rail bridge..,Conflict
18994,A man in jeans loading rocks into a wheelbarrow.,A gardener is taking stones out of his garden.,Neutral
18995,"A man with brown hair and glasses wearing a dark overcoat , suit and tie reading a newspaper on the subway or train.",A spy tries to hide his face,Conflict
18996,A boy with a blue shirt on holding a white ball with colorful circles under his arm.,A boy and a ball.,Duplicate
18997,An Asian man wearing a striped shirt is pushing carts next to a van.,The man is a vendor,Neutral
18998,A woman with dark curly hair and a dark dress is singing and holding a guitar.,A person in a dress is performing before a group of aliens.,Conflict
18999,A fruit and vegetable seller stands behind an overflowing display.,The man with fruit is a zombie.,Conflict
19000,"A man and a lady , carrying a gray bag on her shoulder , are walking among a crowd at a gathering.",The man has a baseball cap on his head.,Neutral
19001,Man in black shirt with black guitar sings into a microphone surrounded by musical equipment.,A man does a sound check into a mike.,Neutral
19002,a blond woman walking down the sidewalk in a cheetah dress.,man eats chicken,Conflict
19003,A musician performing during the world event concert held in a local church in the city of angels.,A female musician is performing with her whole band.,Neutral
19004,A man in a yellow shirt has his head and arms in an attic opening.,The man is standing in the attic opening.,Duplicate
19005,Busy city street scene displaying pedestrians and automobile traffic.,Lots of people and cars in the city.,Duplicate
19006,A young girl sitting by a red stroller on a park bench.,The girl is playing at the playground.,Conflict
19007,"Shoppers and walkers add vibrancy to the street on this pleasant , warm day in the city.",Lots of people are laughing as they walk through the streets.,Neutral
19008,A large group of Africans are having their picture taken in a clearing in a jungle.,The party is gathering to have their photo taken during the great celebration.,Neutral
19009,A skateboarding male is riding on rails on a city street in daylight.,A skateboarder practices for his big upcoming competition.,Neutral
19010,A small dog stands in a street with five vehicles in the background.,A small dog stops traffic,Neutral
19011,A young boy walking away from a fire pit holding his blue jeans up.,A young boy is camping.,Neutral
19012,"Two men cook together with a metal bowl , near a hanging plant.",Two men discussing on business in office,Conflict
19013,A woman in a blue shirt in a crowd.,A man and a woman are riding their bikes near a river..,Conflict
19014,A little boy jumps on a toy air gun.,A boy jumps on his toy.,Duplicate
19015,A girl kicks up fallen autumn leaves.,A girl spreading a pile of leaves,Duplicate
19016,A younger man with a fedora has two empty bottles held up to his mouth.,The man holds a full water bottle.,Conflict
19017,An elderly African-American man in a yellow shirt is standing in front of an information stand.,An older man is wearing a yellow shirt.,Duplicate
19018,A group with waiters in the foreground mingles under chandeliers on a white ceiling.,A group socializes under chandelier light.,Duplicate
19019,A beautiful scenic hiking area with backpackers and an older couple sitting on a rock resting.,The hikers are planning an overnight expedition.,Neutral
19020,"A man is digging , or spreading dirt.",There is a hole.,Duplicate
19021,A man in a helmet is riding a bike.,A man in a helmet riding his mountain bike.,Neutral
19022,Two teams of women all wearing uniforms competing against each other in a game of volleyball.,the women are naked,Conflict
19023,man singing into a microphone with instruments in the background.,The band plays an old favorite for the crowd,Neutral
19024,Four men and women in blue aprons strand in front of a table where there are many white plates and small blue bowls.,The people have set the table with plates and bowls.,Neutral
19025,A young guy is brushing his teeth with no shirt standing in front of a mirror wearing his goggles.,A young man is brushing his teeth.,Duplicate
19026,A man is standing outside a building dressed in black and white while holding a white helmet.,He jumps from the roof and lands perfectly 100 feet below,Conflict
19027,Many people sitting at the bar with drinks in front of them.,Two couples have drinks at the bar together.,Neutral
19028,Two men one bald one black headed are holding up a team player in a two piece running suit.,The men just won a sporting event.,Neutral
19029,A man is giving directions at a helicopter landing pad aboard an aircraft carrier.,Someone on a boat gives directions.,Neutral
19030,A woman hiker stopped at the top of a mountain with a beautiful view.,The woman was wearing hiking boots..,Neutral
19031,a rock climber a person climbing rocks.,a rock climber a paraglider,Duplicate
19032,A man in a white tank top using a laptop sitting next to a tall pillar with a statue on top of it.,A man in a white shirt is working on a computer.,Duplicate
19033,Someone is cooking in a fast food restaurant.,A customer is making his own food at a resturant.,Conflict
19034,"Three men wearing white safety hats , yellow vests and red pants all sit in lawn chairs around a sand castle.",The men are screaming at the heavy metal concert.,Conflict
19035,A woman spikes a volleyball as the opposing player tries to block the ball.,A woman is playing against men.,Neutral
19036,A group of people hike through a snowy wooded area.,"Even though it was snowing , they still went hiking.",Neutral
19037,"A man , a woman with a child in a stroller on a crowded street.",Many people are on the street.,Duplicate
19038,People waiting to enter a white building through an entry way with an orange handwritten sign to the left of it.,People are waiting in an orderly line,Neutral
19039,A boy wearing a white headband is kicking a soccer ball down the field.,A boy is wearing a headband.,Duplicate
19040,A black and white dog is being soaked with a jet of water in a blue paddling pool.,A black and white dog are outside.,Neutral
19041,Five people are looking at something interesting through a glass.,Five people eat chili peppers.,Conflict
19042,A man talking on his cellphone at a street corner.,A girl talks on her cellphone in her bedroom.,Conflict
19043,Someone fires a gun at a indoor shooting range.,A person is at a shooting range.,Duplicate
19044,Man sitting with headphones at a laptop.,The man is using 25 laptops,Conflict
19045,Man with back to camera looking out over a forest.,the men were in the forest,Duplicate
19046,A shirtless man is walking on a rocky hill.,Differential in the height of the ground surface exists nearby the man..,Duplicate
19047,A young woman wearing pink peering out from behind her veil.,the lady is getting married,Neutral
19048,A child wearing a red jacket is sitting on the man 's shoulders.,A child is sitting on his father 's shoulders,Neutral
19049,A city street with two ladies that have shopping bags in their hands with a crowd behind them.,The ladies just got done shopping and are walking home.,Neutral
19050,"Several men wearing blue smocks , hats , and mouth coverings are in an operating room , each concentrating on something.",The men are surfing on the ocean.,Conflict
19051,A man with long hair wearing gray clothes and a backpack.,A man travelling through a city.,Neutral
